Energy,Mean Intensity,ROI,Normalized Mean Intensity,pre_edge_line,post_edge_line,mu
285.2,0.2586762,c,0.35438395594847116,0.18393565300568204,0.39581182561492606,0.2586762011051178
285.3,0.25910953,c,0.35739277084215515,0.18377440190418254,0.39560604751679196,0.2591095268726349
285.4,0.24894524,c,0.31050943536999487,0.18361315080268314,0.3954002694186578,0.2489452362060547
285.5,0.24503574,c,0.2930728189370333,0.1834518997011837,0.39519449132052364,0.24503573775291443
285.6,0.23886904,c,0.26500961798125866,0.1832906485996842,0.39498871322238954,0.23886904120445251
285.7,0.23395953,c,0.24286505658384017,0.1831293974981848,0.39478293512425544,0.23395952582359314
285.8,0.23230714,c,0.2360546037577358,0.1829681463966853,0.3945771570261213,0.23230713605880737
285.9,0.23088333,c,0.23032029272502663,0.1828068952951859,0.3943713789279872,0.23088333010673523
286.0,0.23922856,c,0.27057729343875203,0.1826456441936864,0.3941656008298531,0.23922856152057648
286.1,0.23766428,c,0.26418165328698584,0.18248439309218695,0.3939598227317189,0.23766428232192993
286.2,0.24465716,c,0.298071949407517,0.1823231419906875,0.39375404463358477,0.24465715885162354
286.3,0.25758097,c,0.3598842666703985,0.18216189088918805,0.39354826653545066,0.25758096575737
286.4,0.2681262,c,0.4104985358479507,0.18200063978768866,0.39334248843731656,0.2681261897087097
286.5,0.28791666,c,0.5046381806454943,0.18183938868618915,0.3931367103391824,0.2879166603088379
286.6,0.29369047,c,0.5327892877101149,0.18167813758468965,0.39293093224104814,0.2936904728412628
286.7,0.30293575,c,0.5772835791971691,0.18151688648319025,0.3927251541429142,0.30293574929237366
286.8,0.29275954,c,0.530344121597583,0.18135563538169075,0.39251937604477993,0.2927595376968384
286.9,0.2903905,c,0.5201597467759398,0.18119438428019136,0.3923135979466459,0.2903904914855957
287.0,0.29689047,c,0.5517295332327203,0.1810331331786919,0.3921078198485118,0.2968904674053192
287.1,0.2995881,c,0.5653984656203548,0.1808718820771924,0.39190204175037757,0.2995881140232086
287.2,0.31131905,c,0.6215949222023436,0.180710630975693,0.3916962636522435,0.3113190531730652
287.3,0.32107145,c,0.6684766489901054,0.1805493798741935,0.39149048555410926,0.32107144594192505
287.4,0.33699286,c,0.7444012961102339,0.1803881287726941,0.3912847074559753,0.33699285984039307
287.5,0.34774762,c,0.7960020519826191,0.1802268776711946,0.39107892935784105,0.3477476239204407
287.6,0.3593524,c,0.8516045961511222,0.1800656265696951,0.3908731512597068,0.3593524098396301
